date,open,high,low,close,volume,currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,cpiaucns,cpiaucns_multiplier,cpi_adj_price,20d_vol_avg,100d_vol_avg,daily_diff,daily_returns,daily_volume_diff,daily_volume_pc_change,gain,loss,7d_avg_gain,7d_avg_loss,7d_rs,7d_rsi,14d_avg_gain,14d_avg_loss,14d_rs,14d_rsi,50d_avg_gain,50d_avg_loss,50d_rs,50d_rsi,200d_avg_gain,200d_avg_loss,200d_rs,200d_rsi,7d_force_index,14d_force_index,7d_cci,14d_cci,log_ret,7d_historic_volatility_of_risk-adjusted_return,14d_historic_volatility_of_risk-adjusted_return,252d_historic_volatility_of_risk-adjusted_return,7d_sharpe_ratio,14d_sharpe_ratio,50d_sharpe_ratio,200d_sharpe_ratio
2018-11-19,107.67,110.42,70.41,71.97,413760,USD,-381494.7863034241,413760,,,,,-187748.76532698463,,,1000.0,,,,,,0.0,0.0,,124.27666666666669,44.25666666666666,,0.3463300841456302,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,90.41499999999999,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-54.81550399345652,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,71.97,74.13,51.17,55.92,552350,USD,-705302.7566866993,-138590,,,-115413.12573549376,,-349983.974883976,,,1000.0,,,,,,0.0,0.0,,103.82166666666667,40.85166666666667,,0.23929384362924144,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,80.795,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-22.30095873280533,-25.232726759415858,-22.30095873280533,,,,,,-16.049999999999997,-0.22300958732805332,138590.0,,0.0,16.05,,,,,,,,,,,,,,,,,,,,,-0.2523272675941586,,,,,,,
2018-11-21,55.92,59.62,51.87,54.4,263682,USD,-796825.9282996025,-402272,,,-20294.805864639984,,-130346.66744906228,,,972.8183118741058,,,,,,0.0,0.0,,90.23,43.083333333333336,,0.240031108597285,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,80.795,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,,110.42,0.0,1.0,,,,,,,,,,,,,,,,,,,-2.7181688125894166,-2.7557944063657747,-24.412949840211194,,,,,,-1.5200000000000031,-0.027181688125894166,-288668.0,-3.0828919835485964,0.0,1.52,,,,,,,,,,,,,,,,,,,,,-0.027557944063657747,,,,,,,
2018-11-22,54.4,55.49,42.67,43.02,230570,USD,-1014806.302714579,-632842,,,-37058.29032397968,,-55400.53144723554,,,769.31330472103,,,,,,0.0,0.0,,82.6425,40.8725,,0.05141249700742162,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,76.545,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,,109.249,0.0,0.0,,,,,,,,,,,,,,,,,,,-20.919117647058815,-23.469903002231263,-40.225093789078784,,,,,,-11.379999999999995,-0.20919117647058816,-33112.0,-0.8852938323610514,0.0,11.38,,,,,,,,,,,,,,,,,,,,,-0.23469903002231263,,,,,,,
2018-11-23,43.38,63.58,37.59,56.87,672784,USD,-689415.9648923399,39942,,,5813.894206758776,,168365.0796090053,,,769.31330472103,,,,,,0.0,0.0,,81.848,38.036,,0.4298822240482059,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,74.005,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,,106.58583999999999,0.0,0.0,,,,,,,,,,,,,,,,,,,32.1943282194328,27.91028374791238,-20.980964290676674,,,,,,13.849999999999994,0.321943282194328,442214.0,-14.355097849722155,13.85,0.0,,,,,,,,,,,,,,,,,,,,,0.2791028374791238,,,,,,,
2018-11-24,55.4,71.82,52.64,59.78,757292,USD,-882884.7240164272,797234,,,29493.392244999264,,255348.41612404477,,,769.31330472103,,,,,,0.0,0.0,,81.63888888888889,38.73555555555556,,0.4905083780074069,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,74.005,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,,102.4460896,0.0,0.0,,,,,,,,,,,,,,,,,,,5.11693335677863,4.990319553708389,-16.9376128942615,,,,,,2.9100000000000037,0.0511693335677863,84508.0,-0.8088979543840765,2.91,0.0,,,,,,,,,,,,,,,,,,,,,0.04990319553708389,,,,,,,
2018-11-25,59.78,99.91,56.68,92.59,1237133,USD,-64711.40756951494,2034367,,,56137.048320592854,,717745.3382308898,,,769.31330472103,,,,,,0.0,0.0,,88.01761904761905,38.89190476190476,,1.0930751037183515,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,74.005,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,37.59,102.4460896,1.0,0.0,,,,,,,,,,,,,,,,,,,54.88457678153229,43.750998760416415,28.65082673336112,,,,,,32.81,0.5488457678153229,479841.0,4.678054148719648,32.81,0.0,,,,,,,,,,,,,,,,,,,113.1835461928775,,0.43750998760416415,,,,,,,
2018-11-26,92.59,135.3,89.79,119.52,1620284,USD,431947.827763378,3654651,,,96200.26489183384,,1150258.2863367754,,,769.31330472103,,,,,,0.0,0.0,,97.06291666666667,42.70041666666667,,1.4130987966582356,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,86.44500000000001,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,38.836400000000005,102.4460896,0.0,0.0,,,,,,,,,,,,,,,,,,,29.0852143860028,25.530257692455116,66.06919549812422,,,,,,26.929999999999993,0.290852143860028,383151.0,-0.20150424828224345,26.93,0.0,10.928571428571429,4.135714285714286,2.642487046632124,72.54623044096728,,,,,,,,,,,,,77044504.19999999,,176.25827401024102,,0.25530257692455116,0.6997833007215087,,,5581202083633.782,,,
2018-11-27,119.52,129.01,86.83,98.75,899213,USD,40967.11605166644,2755438,,,-21694.80423436945,,314999.23629034794,,,635.6232332764534,,,,,,0.0,0.0,,102.6162962962963,44.92074074074074,,0.932987970059957,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,86.44500000000001,,,86.44500000000001,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,42.69494400000001,102.4460896,0.0,0.0,,,,,,,,,,,,,,,,,,,-17.377844712182057,-19.089231760327596,37.20994858969016,,,,,,-20.769999999999996,-0.17377844712182056,-721071.0,-2.8819499361870387,0.0,20.77,10.928571428571429,4.8100000000000005,2.272052272052272,69.43814105473359,,,,,,,,,,,,,38513292.79,,89.20953799237006,,-0.19089231760327596,0.6685154833407929,,,242346269837663.3,,,
2018-11-28,98.75,111.34,83.74,100.27,958058,USD,230495.98126905746,3713496,,,-29902.991259401824,,-141517.02196162712,,,635.6232332764534,,,,,,0.0,0.0,76.23666666666665,104.95966666666666,47.513666666666666,75.35219273315555,0.9183639127760563,0.0,0.0,,,,,,28.723000000000003,,,,,,,,,,,,,,,,,,86.44500000000001,,,86.44500000000001,,0.0,0.0,0.0,,165.30183408071747,171.05707017543858,,,,46.39914624000001,102.4460896,0.0,0.0,,,,,,,,,,,,,,,,,,100.27,1.5392405063291204,1.5275143754602816,39.321939697096006,,,,,,1.519999999999996,0.015392405063291204,58845.0,-1.0816077751012037,1.52,0.0,11.145714285714286,4.5928571428571425,2.4267496111975118,70.81782699464463,,,,,,,,,,,,,43946120.46,,52.89732812670775,,0.015275143754602816,0.6617205526632349,,,3324387016067395.0,,,
