date,open,high,low,close,volume,currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,cpiaucns,cpiaucns_multiplier,cpi_adj_price,20d_vol_avg,100d_vol_avg,daily_diff,daily_returns,daily_volume_diff,daily_volume_pc_change,gain,loss,7d_avg_gain,7d_avg_loss,7d_rs,7d_rsi,14d_avg_gain,14d_avg_loss,14d_rs,14d_rsi,50d_avg_gain,50d_avg_loss,50d_rs,50d_rsi,200d_avg_gain,200d_avg_loss,200d_rs,200d_rsi,7d_force_index,14d_force_index,7d_cci,14d_cci,log_ret,7d_historic_volatility_of_risk-adjusted_return,14d_historic_volatility_of_risk-adjusted_return,252d_historic_volatility_of_risk-adjusted_return,7d_sharpe_ratio,14d_sharpe_ratio,50d_sharpe_ratio,200d_sharpe_ratio
2017-08-03,399.0,435.0,302.1,327.4,187932,USD,-116379.25959367958,187932,,,,,134333.17673164597,,,1000.0,,,,,,0.0,0.0,,487.7333333333333,221.93333333333337,,0.3967895660897917,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,368.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-39.047396167052014,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-04,327.4,354.0,220.5,220.61,355744,USD,-471537.014799672,-167812,,,-3050943.937213277,,-189417.68316942896,,,1000.0,,,,,,0.0,0.0,,443.135,176.735,,0.16469594594594597,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,327.75,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-32.61759315821624,-39.47862282293624,-32.61759315821624,,,,,,-106.78999999999996,-0.3261759315821624,167812.0,,0.0,106.79,,,,,,,,,,,,,,,,,,,,,-0.3947862282293624,,,,,,,
2017-08-05,220.61,277.45,194.66,210.0,330684,USD,-679677.4090501853,-498496,,,-1281717.304133251,,-131939.02090892146,,,951.9060786002447,,,,,,0.0,0.0,,398.81,166.01666666666668,,0.188937254789656,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,314.83,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,435.0,0.0,1.0,,,,,,,,,,,,,,,,,,,-4.809392139975532,-4.928890599020352,-35.85827733659133,,,,,,-10.610000000000014,-0.048093921399755324,-25060.0,-1.1493337782756894,0.0,10.61,,,,,,,,,,,,,,,,,,,,,-0.049288905990203524,,,,,,,
2017-08-06,210.0,222.99,190.1,217.75,292112,USD,-480643.35857891757,-206384,,,-332264.3027331983,,-5123.566494632865,,,987.0359457866823,,,,,,0.0,0.0,,359.90000000000003,168.86,,0.25591499162479053,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,430.1932,0.0,0.0,,,,,,,,,,,,,,,,,,,3.6904761904761996,3.624008501514364,-33.49114233353695,,,,,,7.75,0.036904761904761996,-38572.0,0.5391859537110935,7.75,0.0,,,,,,,,,,,,,,,,,,,,,0.03624008501514364,,,,,,,
2017-08-07,217.75,370.0,215.0,320.0,934696,USD,-148977.03599827242,728312,,,1425385.9008704433,,449690.3858072276,,,987.0359457866823,,,,,,0.0,0.0,,379.2533333333334,164.42133333333334,,0.7241875822348003,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,420.589472,0.0,0.0,,,,,,,,,,,,,,,,,,,46.95752009184846,38.49733800611599,-2.2602321319486807,,,,,,102.25,0.4695752009184846,642584.0,-17.659338380172144,102.25,0.0,,,,,,,,,,,,,,,,,,,,,0.3849733800611599,,,,,,,
2017-08-08,320.0,387.2,307.5,342.23,588836,USD,-224631.74917267606,1317148,,,742404.5065179437,,479815.7628727038,,,1055.604099145551,,,,,,0.0,0.0,,386.935,181.34166666666667,,0.782556178864425,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,411.36989312000003,0.0,0.0,,,,,,,,,,,,,,,,,,,6.946874999999997,6.716202985209563,4.529627367135025,,,,,,22.230000000000018,0.06946874999999997,-345860.0,-1.5382331337225952,22.23,0.0,,,,,,,,,,,,,,,,,,,,,0.06716202985209563,,,,,,,
2017-08-09,342.23,348.0,287.0,301.0,285676,USD,-379177.7819595613,1031472,,,-637382.9093098474,,6489.017708708343,,,928.430686505598,,,,,,0.0,0.0,,384.94428571428574,191.29285714285714,,0.5665186343651332,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,402.51909739520005,0.0,0.0,,,,,,,,,,,,,,,,,,,-12.047453466966662,-12.837276089699223,-8.063530849114231,,,,,,-41.23000000000002,-0.12047453466966662,-303160.0,-0.12346035968310876,0.0,41.23,,,,,,,,,,,,,,,,,,,34.4675336151161,,-0.12837276089699223,,,,,,,
2017-08-10,301.0,312.0,265.0,273.11,254200,USD,-545651.7394063696,777272,,,-536191.974822974,,-57970.29778423188,,,842.4043348556274,,,,,,0.0,0.0,,378.1225,196.9275,,0.42044482463644145,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,394.02233349939206,0.0,0.0,,,,,,,,,,,,,,,,,,,-9.26578073089701,-9.723562031564104,-16.582162492364073,,,,,,-27.889999999999986,-0.09265780730897011,-31476.0,-0.8961736376830717,0.0,27.89,18.889999999999997,26.645714285714284,0.708932018014154,41.48392156862745,,,,,,,,,,,,,-13800517.99999999,,9.722928809880166,,-0.09723562031564104,0.623814443065622,,,-0.26286952527499896,,,
2017-08-11,273.11,351.47,270.01,325.54,331836,USD,-425072.9817338923,1109108,,,545953.5433165785,,40150.24639044472,,,842.4043348556274,,,,,,0.0,0.0,,380.2348148148148,201.07037037037037,,0.694722828603559,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,312.55,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,385.8654401594164,0.0,0.0,,,,,,,,,,,,,,,,,,,19.197392991834782,17.561069753011793,-0.568112400733034,,,,,,52.43000000000001,0.19197392991834783,77636.0,-3.466514169525988,52.43,0.0,26.38,11.389999999999997,2.316066725197542,69.84379136881122,,,,,,,,,,,,,34819551.480000004,,52.99952880490038,,0.17561069753011793,0.47279837774357075,,,5943500306.612933,,,
2017-08-12,325.54,345.25,308.0,315.09,116076,USD,-496962.1983781877,993032,,,509766.23074537347,,59977.76221868163,,,815.3627261462789,,,,,,0.0,0.0,293.86533333333335,378.21433333333334,209.51633333333334,57.40656718043186,0.6258145719965064,0.0,0.0,,,,,,84.349,,,,,,,,,,,,,,,,,,288.65,,,312.55,,0.0,0.0,0.0,,558.9483233627204,606.930840049597,,,,,378.0348225530397,0.0,0.0,,,,,,,,,,,,,,,,,,315.09,-3.2100509921975884,-3.262702966055908,-3.7599266951740984,,,,,,-10.450000000000045,-0.032100509921975884,-215760.0,-3.7791230872275747,0.0,10.45,26.38,11.367142857142854,2.3207238909136616,69.88608409340348,,,,,,,,,,,,,12198426.839999998,,53.91468018437097,,-0.03262702966055908,0.4687629470377315,,,16508009806.376326,,,
